Name,BTERN01 - 1,BTERN01 - 2,B124 - 1,B124 - 2,BTMS0057 - 1,BTMS0057 - 2,BT30 - 1,BT30 - 2,B10 - 1,B10 - 2,BTMS0083 - 1,BTMS0083 - 2,BTMS0073 - 1,BTMS0073 - 2,BT28 - 1,BT28 - 2
2_NR21_44_03_H02,135,141,263,275,116,118,191,191,208,208,282,290,130,133,183,183
2_NR21_44_04_G01,135,,259,303,120,124,191,191,198,206,288,294,130,130,183,183
2_NR21_44_05_E11,135,139,263,269,120,124,191,191,206,212,290,294,130,130,183,183
2_NR22_01_04_E10,133,137,267,275,120,122,191,191,198,210,306,318,130,130,183,183
2_NR22_01_05_F01,135,143,269,269,118,120,188,188,206,206,278,284,130,130,183,183
2_NR22_01_06_D09,135,137,257,265,120,124,185,191,190,210,282,288,130,130,183,183
2_NR22_01_07_B11,135,135,265,265,120,124,188,194,198,206,282,294,130,130,183,183
2_NR22_02_01_G03,133,135,259,267,118,120,188,191,206,208,288,290,130,133,183,183
2_NR22_03A_02_B10,135,135,271,275,124,124,191,191,198,210,290,290,130,130,183,183
2_NR22_14A_01_C09,133,137,261,263,112,120,191,191,206,210,278,282,130,130,183,183
2_NR22_14A_02_F10,141,143,269,271,120,124,191,191,210,210,292,318,130,130,183,183
2_NR22_14B_02_B08,141,143,263,265,124,130,188,200,206,206,292,294,130,130,183,183
2_NR22_17B_01_G06,139,147,263,271,116,116,191,191,198,214,282,308,130,133,183,183
2_NR22_24_02_H04,133,137,259,267,112,116,188,191,210,214,280,288,130,130,183,183
2_NR22_25_01_B01,141,,265,269,120,122,185,191,206,214,286,294,130,130,183,183
2_NR22_25_02_D11,137,143,257,275,112,124,188,191,204,214,290,292,130,130,183,183
2_NR22_25_03_F08,137,139,,,118,124,191,191,198,198,292,294,130,130,183,183
2_NR22_25_04_B05,137,139,265,299,124,126,188,191,198,198,298,304,130,133,183,183
2_NR22_27_04_H07,133,135,265,267,124,130,191,191,206,206,294,294,130,130,183,189
2_NR22_27_05_F05,137,137,263,275,120,126,191,191,206,206,284,318,130,130,183,183
2_NR22_27_06_H09,135,135,263,271,120,120,191,191,206,214,290,318,130,130,183,183
2_NR22_29_05_G07,135,139,261,271,124,124,188,191,214,214,278,308,130,130,183,183
2_NR23_01_01_H05,135,137,263,267,112,126,191,191,204,206,282,286,130,130,183,183
2_NR23_03_01_H09,135,137,265,271,120,120,188,191,204,206,290,292,130,130,183,183
2_NR23_06A_01_A01,139,141,259,271,112,120,191,191,206,206,294,294,130,130,183,183
2_NR23_07A_01_G04,135,137,267,267,112,120,191,191,198,198,284,286,130,130,183,183
2_NR23_07A_02_H12,133,137,269,271,112,118,191,191,198,204,290,318,130,130,183,183
2_NR23_07A_03_D03,137,137,271,275,120,124,191,191,206,210,290,294,130,130,183,183
2_NR23_08_01_E04,143,149,263,271,130,130,197,197,206,216,286,286,136,136,189,189
2_NR23_08_02_E02,135,137,263,265,120,130,191,191,206,206,282,318,130,130,183,183
2_NR23_08_03_H10,137,141,265,269,124,124,191,191,190,206,282,284,130,130,183,183
2_NR23_14A_01_G11,133,135,263,269,120,126,191,200,198,206,284,300,130,130,183,183
2_NR23_15B_01_D02,135,135,267,275,116,124,191,191,190,206,286,290,130,130,183,183
2_NR23_15B_02_D11,135,139,263,271,118,120,191,191,198,214,284,294,130,130,183,189
2_NR23_16_01_E01,135,141,265,267,112,118,191,191,200,238,284,294,130,130,183,183
2_NR23_18_02_F09,135,135,263,303,124,124,191,191,198,210,278,298,130,130,183,183
2_NR23_18_03_A04,135,143,275,303,120,126,188,191,206,206,278,290,130,130,183,189
2_NR23_18_04_G03,135,137,259,269,118,124,191,191,198,210,290,290,130,130,183,183
2_NR23_18_05_D05,135,141,265,267,122,124,191,191,206,214,294,308,130,130,183,183
2_NR23_18_06_G09,133,135,267,271,120,124,191,194,206,206,284,,130,130,183,183
2_NR23_20_01_B06,135,135,267,275,118,124,191,191,198,206,284,290,130,130,183,183
2_NR23_22_02_H01,135,137,265,271,118,124,191,191,206,206,288,290,130,130,183,183
2_NR23_23_01_F02,135,135,,,118,124,188,191,198,206,292,298,130,130,183,183
2_NR23_24_01_C11,135,135,259,267,118,124,191,191,206,208,284,288,130,130,183,183
2_NR23_24_02_D07,133,143,265,265,118,124,191,191,206,206,280,290,130,130,183,183
2_NR23_24_03_D06,137,141,267,275,120,126,191,191,198,206,298,320,130,130,183,183
2_NR23_24_04_G07,139,147,267,273,112,116,191,191,198,206,290,292,130,130,183,183
2_NR23_24_05_F11,135,135,263,265,112,112,188,188,198,206,292,318,130,130,183,183
2_NR23_24_06_H07,135,139,265,269,112,124,191,200,198,204,278,290,130,130,183,189
2_NR23_24_07_F04,137,139,259,303,120,126,185,188,214,214,300,308,130,130,183,204
2_NR23_24_08_A11,135,137,263,263,112,122,191,191,198,210,282,290,130,130,183,183
2_NR23_24_09_F12,135,137,265,273,120,120,188,191,198,206,294,318,130,130,183,183
2_NR23_24_10_H08,135,145,269,303,120,124,191,191,200,210,282,290,130,130,183,183
2_NR23_24_11_E05,137,141,259,275,120,124,191,191,198,206,282,294,130,130,183,183
2_NR23_27_01_G10,135,141,265,303,120,126,188,191,206,206,300,318,130,133,183,183
2_NR23_27_02_D09,135,143,263,275,124,124,188,191,206,208,292,298,130,130,183,183
2_NR23_27_03_H08,133,135,265,275,120,130,188,200,198,198,282,290,130,130,183,183
2_NR23_27_04_D08,135,137,263,275,124,124,191,191,204,214,282,286,130,130,183,183
2_NR23_28_01_E06,135,141,261,271,116,120,191,191,200,206,284,318,130,133,183,183
2_NR23_28_02_G06,135,141,265,271,124,130,191,191,210,238,290,298,130,130,183,183
2_NR23_28_03_E07,133,135,265,269,120,126,191,191,198,198,278,282,130,130,183,183
2_NR23_29_01_H02,141,143,269,275,120,124,191,191,206,210,292,304,130,130,183,183
2_NR23_29_02_B04,135,135,265,273,124,124,188,191,206,206,278,294,130,130,183,183
2_NR23_29_03_H11,135,137,265,265,124,130,191,191,206,206,278,318,130,130,183,183
2_NR23_29_04_G08,133,137,257,265,124,124,188,191,206,214,282,308,130,130,183,183
2_NR23_31_01_E08,137,143,267,267,120,124,188,191,198,206,280,304,130,133,183,183
2_NR23_44_02_G05,135,137,,,122,126,191,191,198,210,290,306,130,130,183,183
2_NR24_01_01_F05,137,143,263,265,112,118,188,191,208,214,290,292,127,130,183,183
2_NR24_02_01_G04,133,135,261,267,124,124,185,191,198,210,282,292,130,130,183,183
2_NR24_03_01_C08,137,143,263,267,124,124,185,191,204,214,290,318,130,130,183,183
2_NR24_03A_01_H06,135,143,267,299,118,124,188,200,198,204,286,294,130,130,183,183
2_NR24_06A_01_E02,135,147,267,269,118,124,188,191,198,206,294,298,130,130,183,183
2_NR24_06A_02_C05,135,135,269,275,116,120,191,191,198,206,294,294,130,130,183,183
2_NR24_08_01_C03,141,147,263,299,116,120,191,191,200,206,294,300,130,130,183,183
2_NR24_08_02_E04,135,135,263,265,124,130,191,191,206,206,292,318,130,130,183,183
2_NR24_08_03_E07,139,141,265,265,122,124,191,191,204,208,290,292,130,130,183,183
2_NR24_08_04_F09,135,143,267,275,112,118,188,191,198,206,290,294,130,130,183,183
2_NR24_14A_01_B11,135,137,273,299,118,130,185,191,206,208,292,294,130,130,183,183
2_NR24_14A_02_G10,135,135,261,265,112,124,188,191,206,214,290,304,130,130,183,183
2_NR24_15B_01_E04,139,141,259,271,112,120,188,191,200,206,286,294,130,130,183,183
2_NR24_15B_02_F06,135,147,269,271,112,124,191,194,196,200,282,282,130,130,183,183
2_NR24_16_01_D02,135,137,271,275,120,124,191,191,198,206,284,294,130,130,183,183
2_NR24_16_02_E08,137,151,269,275,118,120,191,191,206,206,290,294,130,130,183,183
2_NR24_16_03_G04,141,141,259,303,116,124,191,191,198,206,294,318,130,130,183,183
2_NR24_16_04_B10,137,143,267,275,112,118,188,191,198,206,294,302,130,130,183,183
2_NR24_16_05_E11,133,139,257,275,124,124,191,191,214,214,290,,130,130,183,183
2_NR24_18_01_F04,135,137,261,263,112,124,185,191,206,210,282,288,130,130,183,183
2_NR24_18_02_E05,137,141,267,271,118,124,191,191,204,210,292,306,130,130,183,183
2_NR24_20_01_E03,139,143,267,269,112,112,191,191,198,198,278,306,130,130,183,183
2_NR24_20_02_C04,135,137,267,269,118,126,191,191,196,206,282,308,130,130,183,183
2_NR24_20_03_D10,135,135,,,120,124,191,191,,,284,288,130,130,183,183
2_NR24_20_04_D04,135,137,269,275,120,124,191,191,198,210,290,300,130,130,183,189
2_NR24_20_05_F07,137,141,259,275,116,124,191,191,206,206,294,294,130,130,183,183
2_NR24_20_06_C02,135,139,263,267,118,130,185,191,198,206,280,294,130,130,183,183
2_NR24_20_07_F08,135,135,,,124,124,191,191,,,,,130,133,183,183
2_NR24_20_08_C10,135,137,267,273,120,124,191,191,198,206,,,130,130,183,183
2_NR24_20_09_E12,135,137,,,118,124,188,191,206,206,282,308,130,133,183,183
2_NR24_20_10_H04,135,137,265,275,120,124,191,191,198,206,294,300,130,130,183,189
2_NR24_20_11_E10,137,141,265,265,116,118,191,191,200,206,292,294,130,130,183,183
2_NR24_20_12_E09,137,141,267,271,118,124,191,191,198,206,280,294,130,133,183,183
2_NR24_20_13_A10,135,143,257,275,118,124,191,191,190,206,290,300,130,130,183,183
2_NR24_20_14_D10,143,147,267,267,124,126,188,191,196,198,290,308,130,130,183,189
2_NR24_20_15_G11,137,139,263,265,124,124,188,191,210,238,306,308,130,130,183,183
2_NR24_20_16_G02,139,141,267,269,112,120,188,191,198,204,278,306,130,133,183,183
2_NR24_22_01_D07,135,143,269,273,118,118,188,191,198,206,294,298,130,130,183,183
2_NR24_22_02_H09,133,137,263,271,120,124,191,191,198,206,294,308,127,130,183,183
2_NR24_23_01_E02,141,141,257,263,124,124,185,191,206,206,284,318,130,130,183,189
2_NR24_23_02_G09,133,141,257,263,124,124,185,191,206,206,294,318,130,130,183,189
2_NR24_23_03_E06,137,139,265,267,116,120,188,191,198,214,290,318,130,133,183,183
2_NR24_23_04_G05,139,,257,275,116,118,191,191,206,206,284,294,127,130,183,183
2_NR24_23_05_C10,135,141,263,269,120,124,185,191,206,214,284,288,130,130,183,204
2_NR24_23_06_F03,137,147,273,275,112,124,191,191,198,198,292,294,130,130,183,183
2_NR24_23_07_D06,137,143,,,116,124,191,200,204,210,282,292,130,130,183,183
2_NR24_23_08_C07,143,143,267,275,124,124,185,188,198,198,282,282,130,130,183,189
2_NR24_23_09_E05,133,137,263,269,120,126,185,188,198,206,292,318,130,130,183,183
2_NR24_23_10_G10,141,147,275,277,120,124,191,191,206,206,290,292,130,130,183,183
2_NR24_23_11_G05,135,137,259,303,112,120,191,191,206,206,290,298,130,130,183,183
2_NR24_24_02_F01,135,137,263,275,116,124,191,191,198,214,286,286,130,130,183,183
2_NR24_24_03_D09,133,141,265,265,120,124,191,191,198,206,294,298,130,130,183,189
2_NR24_24_04_F05,135,143,257,265,118,118,185,188,198,206,288,294,130,130,183,189
2_NR24_24_05_C06,133,135,271,275,124,124,191,191,198,210,288,306,130,130,183,183
2_NR24_24_06_F02,135,139,259,269,116,120,191,191,198,212,290,306,130,130,183,183
2_NR24_24_07_F11,135,135,269,269,122,124,185,191,204,214,300,308,130,130,183,183
2_NR24_24_08_D05,135,137,265,265,118,120,191,191,190,206,282,292,130,130,183,183
2_NR24_27_01_D03,135,135,257,271,124,124,188,200,206,206,294,318,130,133,183,183
2_NR24_27_02_G01,133,133,265,275,124,124,188,191,206,206,278,304,130,130,183,183
2_NR24_27_03_G08,133,135,259,275,120,120,191,191,204,210,282,282,130,130,183,183
2_NR24_28_01_F10,133,137,267,269,112,118,188,191,196,198,292,318,130,130,183,183
2_NR24_28_02_C04,137,141,271,275,118,124,191,191,206,214,278,294,130,130,183,189
2_NR24_29_01_G03,141,141,263,265,120,124,191,191,198,210,284,284,130,130,183,183
2_NR24_29_02_F04,139,139,263,263,118,120,191,191,204,206,286,290,130,130,183,183
2_NR24_32_01_E03,135,147,271,303,124,124,188,191,198,238,286,320,130,130,183,183
2_NR24_32_02_C12,133,143,261,273,124,130,188,191,206,206,290,304,130,130,183,189
2_NR24_44_02_D08,135,137,265,275,120,124,191,191,198,206,284,294,130,130,183,189
2_NR24_44_03_G12,135,,259,263,126,128,188,191,210,214,298,318,130,130,183,183
2_NR25_01_01_G11,133,137,265,265,124,130,191,200,198,206,284,290,130,130,183,183
2_NR25_01_02_B04,137,143,265,265,120,130,191,200,198,204,284,290,130,133,183,183
2_NR25_01_03_C01,137,143,263,265,112,118,191,191,208,214,290,292,130,130,183,183
2_NR25_03_01_B10,133,135,271,303,112,118,191,191,200,204,294,308,130,130,183,183
2_NR25_06A_01_C03,135,141,265,267,112,124,185,188,198,206,284,290,130,130,183,183
2_NR25_06A_02_E01,143,143,263,267,112,124,191,191,190,206,288,290,130,130,183,183
2_NR25_06A_03_B09,133,137,267,269,116,124,191,191,206,206,288,290,130,130,183,183
2_NR25_06A_04_E09,135,143,263,269,124,124,188,191,198,200,308,318,130,130,183,183
2_NR25_08_01_B12,135,137,263,269,112,122,191,191,198,210,284,290,130,130,183,183
2_NR25_08_02_C03,141,143,267,303,116,124,191,191,198,204,282,294,130,130,183,183
2_NR25_08_03_E08,137,141,275,303,116,124,191,191,198,204,282,298,127,130,183,183
2_NR25_08_04_A01,135,137,263,269,112,124,191,191,204,210,284,290,130,130,183,183
2_NR25_08_05_E06,135,139,269,275,124,124,185,191,198,214,294,298,130,130,183,183
2_NR25_08_06_D07,135,135,265,265,124,130,191,191,206,206,292,318,130,130,183,183
2_NR25_09_01_G09,135,135,265,269,116,124,185,185,198,206,304,318,130,130,183,204
2_NR25_10_01_G04,133,135,259,271,120,124,191,191,206,238,282,292,130,130,183,183
2_NR25_10_02_F10,135,137,275,303,112,120,191,191,206,208,294,298,130,130,183,183
2_NR25_10_03_F06,135,137,257,269,120,130,185,191,190,210,284,286,130,130,183,183
2_NR25_14A_01_A03,139,143,271,275,116,116,191,191,198,208,286,290,130,130,183,183
2_NR25_14A_02_B03,137,139,267,271,124,124,188,191,206,214,290,308,130,130,183,183
2_NR25_14A_03_E04,133,135,259,267,120,120,191,191,196,206,300,308,130,133,183,183
2_NR25_14A_04_E05,135,137,275,303,118,120,185,185,198,214,282,290,130,130,183,183
2_NR25_14A_05_D08,137,143,257,275,124,124,191,191,206,214,290,294,130,130,183,183
2_NR25_14A_06_D04,135,147,271,273,112,118,188,191,204,206,282,318,130,130,183,183
2_NR25_14A_07_F04,135,137,265,265,120,124,191,191,190,208,292,308,130,133,183,183
2_NR25_14A_08_D11,137,,263,275,116,120,191,200,198,200,282,286,130,133,183,183
2_NR25_15B_01_G06,135,139,263,269,112,120,191,191,198,206,306,306,130,133,183,183
2_NR25_15B_02_D03,135,139,267,269,112,124,191,191,210,214,282,288,130,133,183,183
2_NR25_15B_03_A02,135,139,259,271,116,120,191,191,206,206,282,298,130,133,183,183
2_NR25_16_01_F05,135,137,263,265,112,124,191,191,206,206,282,292,130,130,183,183
2_NR25_16_02_D08,135,135,263,265,112,124,185,191,206,210,282,292,130,130,183,183
2_NR25_16_03_G09,135,141,267,269,116,124,191,191,198,206,294,318,130,133,183,183
2_NR25_16_04_C04,135,135,257,263,120,124,191,191,204,206,294,304,130,130,183,183
2_NR25_16_05_D04,135,139,265,267,118,120,191,191,206,210,290,294,130,130,183,183
2_NR25_16_06_E07,135,135,265,303,124,124,191,191,198,210,278,282,130,130,183,183
2_NR25_16_07_B08,137,137,265,271,112,124,191,191,198,214,282,290,130,130,183,183
2_NR25_16_08_D06,135,141,265,269,120,120,191,191,206,214,286,294,130,130,183,183
2_NR25_16_09_A04,137,139,263,269,116,126,191,191,204,206,286,286,130,130,183,183
2_NR25_16_10_G07,133,137,267,273,122,124,191,200,210,210,282,294,130,133,183,183
2_NR25_16_11_D09,135,137,271,303,116,120,188,188,198,210,300,308,130,130,183,183
2_NR25_20_01_A05,137,139,269,269,120,126,191,191,206,238,292,318,130,130,183,183
2_NR25_20_02_C03,133,137,259,303,126,126,188,191,190,206,284,298,130,133,183,183
2_NR25_20_03_F11,135,137,257,275,118,120,191,191,190,206,290,300,130,130,183,183
2_NR25_20_04_G06,139,143,271,271,112,120,191,191,198,198,278,292,130,130,183,183
2_NR25_20_05_F01,135,137,267,273,120,124,191,191,198,208,282,318,130,130,183,183
2_NR25_20_06_C02,135,143,269,271,116,124,191,191,206,208,286,294,130,130,183,183
2_NR25_20_07_F09,135,137,265,275,120,124,188,191,198,206,284,286,130,130,183,189
2_NR25_20_08_E10,135,135,263,275,112,118,188,191,190,190,290,308,130,130,183,183
2_NR25_20_09_D12,147,,267,303,124,126,188,191,198,210,290,308,130,130,183,189
2_NR25_20_10_C12,137,141,265,269,120,124,191,191,206,206,278,306,130,130,183,183
2_NR25_20_11_D10,135,141,263,267,116,120,188,194,206,208,292,306,127,133,183,183
2_NR25_20_12_C05,135,141,269,285,124,124,191,191,206,206,282,286,130,130,183,183
2_NR25_20_13_B11,135,141,265,265,112,124,191,191,206,206,286,304,130,130,183,189
2_NR25_20_14_F10,137,141,259,263,118,122,188,191,206,206,284,290,130,130,183,189
2_NR25_20_15_F07,135,137,267,271,118,118,191,191,206,206,284,294,130,130,183,183
2_NR25_20_16_C02,135,135,271,299,116,120,188,188,198,210,300,308,130,130,183,183
2_NR25_20_17_F08,137,143,263,265,112,118,191,191,206,208,290,292,130,130,183,183
2_NR25_20_18_E11,137,139,263,269,124,126,191,191,204,206,286,286,130,130,183,183
2_NR25_20_19_G03,143,147,265,303,118,124,188,191,198,210,290,290,130,130,183,189
2_NR25_20_20_E10,135,137,257,271,112,124,185,191,206,214,286,292,130,133,183,183
2_NR25_20_21_D11,137,141,267,273,118,124,191,191,196,198,292,300,130,130,183,183
2_NR25_20_22_F08,143,147,265,303,118,124,188,191,196,198,290,290,130,130,183,183
2_NR25_20_23_F03,133,143,265,269,120,130,191,191,198,210,284,288,130,133,183,183
2_NR25_20_24_C06,137,143,263,267,112,118,191,191,208,214,290,292,130,130,183,183
2_NR25_22_01_E11,137,141,269,269,118,124,191,200,206,210,282,282,130,130,183,183
2_NR25_22_02_F11,135,141,263,269,116,124,188,191,198,206,278,292,130,130,183,189
2_NR25_23_01_D05,137,139,271,299,116,120,191,191,198,206,292,308,130,130,183,183
2_NR25_23_02_B12,141,141,269,275,124,124,191,191,196,206,286,300,130,130,183,189
2_NR25_23_03_A11,133,139,263,265,116,118,188,188,206,210,278,290,130,130,183,183
2_NR25_23_04_D02,133,137,265,271,120,124,191,191,198,206,304,320,130,130,183,183
2_NR25_23_05_E10,135,137,263,263,112,124,191,191,204,210,282,290,130,130,183,183
2_NR25_23_06_D06,133,141,259,265,120,124,188,191,196,210,288,290,130,133,183,183
2_NR25_23_07_C01,135,137,267,269,124,124,191,191,204,210,282,286,130,130,183,183
2_NR25_23_08_C10,135,135,267,269,116,120,188,191,200,206,292,306,130,130,183,183
2_NR25_23_09_G12,135,137,263,265,112,126,191,191,206,206,294,306,130,130,183,183
2_NR25_23_10_E06,137,,263,271,112,112,188,191,198,206,290,308,130,133,183,183
2_NR25_24_01_D02,137,137,267,267,118,124,188,191,206,214,290,292,130,130,183,189
2_NR25_24_02_C08,143,143,265,271,120,120,191,191,196,256,286,292,130,130,183,183
2_NR25_24_03_D09,133,143,265,267,120,124,188,191,198,204,280,306,130,130,183,183
2_NR25_24_04_G02,135,137,269,281,116,116,191,191,198,206,282,290,130,130,183,183
2_NR25_24_05_B05,133,135,265,271,112,118,191,191,206,206,284,294,130,130,183,183
2_NR25_24_06_E09,135,143,263,265,124,124,191,191,196,198,290,300,130,130,183,183
2_NR25_24_07_A06,137,147,263,269,120,124,191,191,190,206,284,284,130,130,189,189
2_NR25_24_08_F12,135,137,271,299,118,124,191,200,204,206,278,294,130,130,183,183
2_NR25_24_09_F10,137,143,265,275,116,120,191,191,198,206,290,300,130,130,183,183
2_NR25_25_01_F06,135,139,265,265,124,124,191,191,190,206,278,290,130,130,183,183
2_NR25_25_02_D07,147,147,269,271,116,124,188,191,206,206,294,298,130,130,183,183
2_NR25_25_03_F01,135,147,267,269,118,124,188,191,198,238,278,284,130,130,183,183
2_NR25_27_01_C07,135,139,267,303,120,120,188,191,198,206,278,292,130,133,183,183
2_NR25_27_02_F12,135,135,259,275,120,120,191,191,204,210,282,282,130,130,183,183
2_NR25_27_03_E12,141,141,263,275,124,124,191,191,206,206,290,308,130,130,183,183
2_NR25_27_04_C10,133,135,263,265,116,120,191,191,206,214,288,294,133,133,183,183
2_NR25_27_05_D10,141,141,267,269,112,126,188,191,206,206,290,294,130,130,183,183
2_NR25_28_01_C09,133,133,265,303,112,118,188,191,198,206,282,284,130,130,183,183
2_NR25_28_02_C06,135,135,267,269,118,122,191,191,198,200,284,300,130,130,183,183
2_NR25_28_03_B02,139,,267,271,112,120,188,191,206,206,290,298,130,130,183,183
2_NR25_30A_01_F09,133,135,265,269,120,120,191,191,206,206,282,304,130,130,183,189
2_NR25_30A_02_F02,137,137,265,267,120,120,191,191,196,206,282,292,130,130,183,183
2_NR25_30A_03_G01,137,139,263,269,112,112,188,191,198,204,284,290,130,130,183,183
2_NR25_30A_04_G05,135,137,257,275,124,124,191,191,198,198,284,286,130,133,183,183
2_NR25_30A_05_G10,133,135,263,303,120,124,188,200,200,214,286,290,130,130,183,183
2_NR25_30A_06_B01,135,135,267,275,120,124,191,191,198,210,292,318,130,130,183,183
2_NR25_30A_07_D12,137,143,261,263,118,124,191,191,198,214,,,130,130,183,183
2_NR25_31_01_C05,135,147,271,275,118,130,191,191,206,206,286,308,130,130,183,183
2_NR25_32_01_E07,135,137,259,267,118,124,191,191,198,212,288,290,130,130,183,183
2_NR25_32_02_E08,135,147,271,273,122,124,188,188,206,206,292,306,130,130,183,183
2_NR25_32_03_D03,135,137,263,275,124,126,188,191,210,238,282,294,130,130,183,183
2_NR25_32_04_D05,135,137,275,303,118,120,191,191,196,198,290,318,130,130,183,183
2_NR25_32_05_D01,133,143,267,271,116,118,191,200,206,210,284,286,130,130,183,183
2_NR25_32_06_C11,135,135,261,271,118,124,188,191,190,200,288,298,130,130,183,183
2_NR25_32_07_F07,141,147,267,267,112,118,188,191,188,206,282,288,130,130,183,183
2_NR25_32_08_F09,135,139,265,267,118,128,191,191,206,208,278,294,130,130,183,183
2_NR25_32_09_F02,133,135,261,265,124,130,191,191,198,198,290,298,130,130,183,183
2_NR25_32_10_E03,135,137,263,275,124,126,188,191,214,238,294,308,130,130,183,183
2_NR25_43_01_C08,135,135,271,271,120,124,191,191,206,214,300,306,130,130,183,183
2_NR25_43_02_F03,135,141,265,303,116,124,191,191,206,212,278,290,130,130,183,183
2_NR25_43_03_A12,135,135,265,267,112,124,188,191,196,206,284,318,130,130,183,183
2_NR25_43_04_C07,133,135,269,271,116,126,191,191,198,206,286,294,130,130,183,183
2_NR25_43_05_G08,135,135,271,271,124,124,191,191,206,214,282,306,130,130,183,183
2_NR25_43_06_C09,135,135,271,271,120,124,191,191,206,214,300,306,130,130,183,183
2_NR25_44_02_C04,135,137,265,275,118,124,191,191,198,206,290,294,130,130,183,183
2_NR25_44_03_B06,135,143,265,267,114,120,191,191,206,206,286,318,130,130,183,183
2_NR26_01_01_F02,141,143,265,265,118,120,188,191,206,206,290,290,130,130,183,183
2_NR26_04A_01_C08,133,143,265,265,120,120,191,191,190,198,282,286,130,130,183,183
2_NR26_04A_02_E06,135,135,259,269,116,120,191,191,190,206,282,286,130,130,183,183
2_NR26_06A_01_E07,133,137,265,267,116,120,191,191,198,206,284,288,130,130,183,189
2_NR26_06A_02_E09,137,147,259,269,120,124,188,188,204,214,286,300,130,133,183,183
2_NR26_06A_03_F12,137,141,259,271,112,120,191,191,200,206,294,294,130,130,183,189
2_NR26_06A_04_H08,137,143,267,267,120,124,188,188,198,206,278,278,130,133,183,189
2_NR26_06A_05_D08,143,143,263,267,118,130,191,200,198,210,288,294,130,130,183,183
2_NR26_07A_01_H06,133,135,263,269,118,130,191,191,198,214,282,284,130,130,183,183
2_NR26_08_01_H09,135,137,257,269,112,112,188,191,198,206,304,306,127,130,183,189
2_NR26_08_02_F12,135,139,257,275,120,124,188,191,198,198,284,294,130,130,183,183
2_NR26_08_03_C05,135,139,257,263,120,124,191,191,204,206,294,304,130,130,183,183
2_NR26_10_01_C11,133,135,267,269,112,124,191,191,206,208,294,310,130,130,183,183
2_NR26_10_02_F04,137,147,263,269,120,124,191,191,190,204,284,318,130,130,183,189
2_NR26_10_03_G09,135,137,265,265,124,130,191,191,206,206,282,318,130,130,183,183
2_NR26_12_01_E01,135,137,257,275,120,120,188,191,206,210,282,294,130,133,159,183
2_NR26_12_02_F07,135,139,263,269,120,120,188,191,198,204,278,298,130,133,183,183
2_NR26_12_03_G03,135,139,263,263,118,124,191,191,198,206,294,306,130,130,183,183
2_NR26_14A_01_B12,137,139,267,271,112,124,191,191,190,206,286,294,130,130,183,183
2_NR26_14A_02_F03,137,137,267,267,118,122,191,191,206,208,290,304,130,130,183,189
2_NR26_14A_03_E02,141,141,267,303,112,118,185,191,198,206,294,294,130,130,183,183
2_NR26_14A_04_F07,137,139,271,275,124,124,191,200,190,204,280,282,130,130,183,183
2_NR26_14A_05_D03,137,141,267,303,116,124,191,191,198,204,282,294,130,130,183,183
2_NR26_14A_06_G05,137,137,271,273,120,120,188,191,198,206,298,304,130,133,183,189
2_NR26_14A_07_F10,133,139,267,269,120,120,191,191,198,198,292,318,130,130,183,183
2_NR26_14A_08_E07,135,137,267,271,118,124,188,191,206,206,284,288,130,130,183,183
2_NR26_14A_09_F09,143,143,265,267,116,120,191,191,198,208,282,294,130,130,183,183
2_NR26_16_01_G08,133,135,257,263,118,124,188,191,204,206,286,294,130,130,183,183
2_NR26_16_02_E05,133,141,263,271,118,124,188,191,198,214,280,318,130,133,183,183
2_NR26_16_03_E08,137,141,265,271,120,120,191,200,206,210,288,288,130,130,183,183
2_NR26_17B_01_B07,139,143,,,116,120,188,188,198,200,294,300,130,130,183,183
2_NR26_20_01_D05,135,137,267,273,120,124,191,191,198,208,282,300,130,130,183,183
2_NR26_20_02_D04,143,143,263,271,116,116,191,191,198,198,282,284,130,130,183,183
2_NR26_20_03_D07,135,137,267,273,120,124,191,191,198,208,282,318,130,130,183,183
2_NR26_20_04_F03,135,137,257,275,118,124,191,191,190,206,290,300,130,130,183,183
2_NR26_20_05_B09,135,137,265,275,124,124,188,191,204,206,284,294,130,133,183,183
2_NR26_20_06_F06,135,141,269,275,122,124,191,191,198,206,290,318,130,130,183,183
2_NR26_20_07_D10,133,135,267,273,122,124,191,200,206,210,294,308,130,130,183,183
2_NR26_20_08_H04,135,143,265,303,124,126,188,191,198,210,290,308,130,130,183,189
2_NR26_20_09_G11,133,135,267,269,118,124,185,191,196,198,308,318,130,130,183,183
2_NR26_22_01_F05,137,143,267,275,118,118,188,191,198,206,294,302,130,130,183,183
2_NR26_22_02_F05,135,137,259,265,118,124,188,191,206,206,288,290,130,130,183,183
2_NR26_22_03_H05,135,141,263,269,120,124,191,191,206,206,278,306,130,130,183,183
2_NR26_23_01_E07,137,139,271,271,120,120,191,200,198,206,280,294,130,130,183,183
2_NR26_23_02_F06,137,139,269,269,112,124,191,191,206,206,282,294,130,133,183,183
2_NR26_23_03_G01,133,137,259,265,120,130,188,191,198,206,300,318,130,130,183,183
2_NR26_23_04_B05,133,135,267,269,112,120,191,191,198,204,284,286,130,130,183,183
2_NR26_24_01_C07,133,137,267,275,122,124,185,191,198,198,300,304,130,130,183,183
2_NR26_24_02_C06,133,135,265,275,120,120,191,191,198,206,298,318,130,130,183,183
2_NR26_24_03_E08,133,137,259,271,120,124,191,191,196,206,292,298,130,133,183,183
